query_id,target_id_ranking
q_5ad06d47e096,g_199f11a29c76 g_673cead63302 g_75e232a570e9 g_c14dad25b418 g_e5ed37578f5e g_0a556e953785 g_5a62a4d9e8ac g_05849d74cfab g_f172ad939439 g_8a220359326a g_5aa874fa38a6 g_6ec8858d4a9f g_1d2b7cf58ad5 g_5c9286487ea8 g_ea2eb3c043ba g_b9d4c1433954 g_c976d1aef8c6 g_5b7b3b2f82ba g_d5e67a7d5157 g_2ceec8bd9741 g_4f905a235c04 g_8f2f7885bf92 g_dd27adb09b30 g_e0ccdfbf9f00 g_4318e3f69720 g_f52beabe75e9 g_4ba39e73c5c0 g_932da5bced66 g_ebf5af716393 g_2fc06887012f g_3e0ada624ec1 g_3bba88a233d2 g_14172b566e3e g_dba157c43664 g_e08691de98f8 g_d50551e660c9 g_e74ee941d3fd g_09bed28452fd g_8a6731e08c13 g_5c2076734da4 g_1a40ebcb441c g_75b446a0112e g_fcc22b630798 g_96aac4bf0d59 g_b12e42b8cff6 g_d098c0c73946 g_69e4c78d493f g_55dc4d2bd0d7 g_b641e40b4002 g_ae1499661420 g_699eb9607c4e g_e862932aec2d g_53a52906d129 g_36bea42c9e33 g_9e4dcbe2ed07 g_517fc156e469 g_fce818975dda g_e5f8cdece4a6 g_37f955e29627 g_e6ed51489cef g_9dd316566cf0 g_bda6653de3f8 g_c7ab1279da7c g_eeac1871fded g_aa54f58e96ac g_2aa313c0b281 g_acb27de8207c g_3ac546908be7 g_31b1fbb078bf g_4e2d730cf5e4 g_74d453c9a3a7 g_d85262e03c42 g_6cf0094ac74a g_0e6eb886a136 g_b453598aa677 g_82b941c5f3e6 g_de554e44d62f g_ee2e34a4305b g_41ab0116bf71 g_573cf52ce2b2 g_0808f459cec0 g_d3929af6bb55 g_4e093d64cdb0 g_d9fafc45f03b g_e5200cb50906 g_efdc64125061 g_8eba772fe35c g_bb430c52d431 g_25f027ae1b57 g_61b2398d515d g_6c43f4574331 g_f9800f979cd5 g_70529e2d5954 g_c1e8162e3878 g_8af7e2c47267 g_da61f5e555c7 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_6c8763f92df8,g_673cead63302 g_5c9286487ea8 g_c14dad25b418 g_ea2eb3c043ba g_8a220359326a g_e5ed37578f5e g_e08691de98f8 g_05849d74cfab g_b9d4c1433954 g_0a556e953785 g_f172ad939439 g_75e232a570e9 g_1d2b7cf58ad5 g_932da5bced66 g_5b7b3b2f82ba g_e0ccdfbf9f00 g_6ec8858d4a9f g_8a6731e08c13 g_199f11a29c76 g_b12e42b8cff6 g_e74ee941d3fd g_dd27adb09b30 g_c976d1aef8c6 g_8f2f7885bf92 g_fce818975dda g_ebf5af716393 g_5aa874fa38a6 g_4ba39e73c5c0 g_d5e67a7d5157 g_2aa313c0b281 g_9dd316566cf0 g_4f905a235c04 g_d098c0c73946 g_eeac1871fded g_dba157c43664 g_5c2076734da4 g_69e4c78d493f g_14172b566e3e g_d85262e03c42 g_53a52906d129 g_09bed28452fd g_b641e40b4002 g_e5f8cdece4a6 g_55dc4d2bd0d7 g_96aac4bf0d59 g_75b446a0112e g_2fc06887012f g_2ceec8bd9741 g_1a40ebcb441c g_699eb9607c4e g_c7ab1279da7c g_9e4dcbe2ed07 g_0e6eb886a136 g_acb27de8207c g_3bba88a233d2 g_4318e3f69720 g_d50551e660c9 g_31b1fbb078bf g_41ab0116bf71 g_3e0ada624ec1 g_f52beabe75e9 g_5a62a4d9e8ac g_bda6653de3f8 g_82b941c5f3e6 g_aa54f58e96ac g_e6ed51489cef g_4e2d730cf5e4 g_ee2e34a4305b g_b453598aa677 g_573cf52ce2b2 g_36bea42c9e33 g_fcc22b630798 g_ae1499661420 g_de554e44d62f g_d3929af6bb55 g_517fc156e469 g_e862932aec2d g_3ac546908be7 g_37f955e29627 g_8eba772fe35c g_0808f459cec0 g_6cf0094ac74a g_74d453c9a3a7 g_4e093d64cdb0 g_25f027ae1b57 g_efdc64125061 g_bb430c52d431 g_f9800f979cd5 g_6c43f4574331 g_e5200cb50906 g_61b2398d515d g_c1e8162e3878 g_70529e2d5954 g_8af7e2c47267 g_d9fafc45f03b g_da61f5e555c7 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_e8c2eefb90fa,g_b9d4c1433954 g_673cead63302 g_ea2eb3c043ba g_c14dad25b418 g_5aa874fa38a6 g_05849d74cfab g_f172ad939439 g_d098c0c73946 g_5c9286487ea8 g_8a6731e08c13 g_e0ccdfbf9f00 g_75e232a570e9 g_6ec8858d4a9f g_0a556e953785 g_8a220359326a g_ee2e34a4305b g_69e4c78d493f g_932da5bced66 g_e08691de98f8 g_dd27adb09b30 g_199f11a29c76 g_fce818975dda g_c976d1aef8c6 g_8f2f7885bf92 g_d5e67a7d5157 g_5a62a4d9e8ac g_1d2b7cf58ad5 g_9e4dcbe2ed07 g_e5ed37578f5e g_5b7b3b2f82ba g_eeac1871fded g_75b446a0112e g_f52beabe75e9 g_b12e42b8cff6 g_4ba39e73c5c0 g_82b941c5f3e6 g_25f027ae1b57 g_5c2076734da4 g_53a52906d129 g_aa54f58e96ac g_3e0ada624ec1 g_0e6eb886a136 g_2fc06887012f g_4f905a235c04 g_14172b566e3e g_ebf5af716393 g_9dd316566cf0 g_4318e3f69720 g_41ab0116bf71 g_d50551e660c9 g_3bba88a233d2 g_fcc22b630798 g_4e2d730cf5e4 g_2aa313c0b281 g_d85262e03c42 g_dba157c43664 g_96aac4bf0d59 g_bda6653de3f8 g_b641e40b4002 g_ae1499661420 g_e6ed51489cef g_e74ee941d3fd g_37f955e29627 g_09bed28452fd g_55dc4d2bd0d7 g_de554e44d62f g_2ceec8bd9741 g_1a40ebcb441c g_e5f8cdece4a6 g_699eb9607c4e g_36bea42c9e33 g_573cf52ce2b2 g_acb27de8207c g_31b1fbb078bf g_517fc156e469 g_d3929af6bb55 g_74d453c9a3a7 g_6cf0094ac74a g_8eba772fe35c g_b453598aa677 g_c7ab1279da7c g_e5200cb50906 g_efdc64125061 g_3ac546908be7 g_4e093d64cdb0 g_0808f459cec0 g_bb430c52d431 g_e862932aec2d g_f9800f979cd5 g_6c43f4574331 g_61b2398d515d g_8af7e2c47267 g_c1e8162e3878 g_a8c88c5b2eb5 g_70529e2d5954 g_d9fafc45f03b g_da61f5e555c7 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_a443645e6f93,g_14172b566e3e g_e5f8cdece4a6 g_96aac4bf0d59 g_3bba88a233d2 g_1d2b7cf58ad5 g_0a556e953785 g_ebf5af716393 g_673cead63302 g_e5ed37578f5e g_53a52906d129 g_5b7b3b2f82ba g_6ec8858d4a9f g_932da5bced66 g_8f2f7885bf92 g_8a220359326a g_05849d74cfab g_f172ad939439 g_5c2076734da4 g_75e232a570e9 g_4ba39e73c5c0 g_e08691de98f8 g_d85262e03c42 g_b641e40b4002 g_2ceec8bd9741 g_dd27adb09b30 g_55dc4d2bd0d7 g_5c9286487ea8 g_699eb9607c4e g_9dd316566cf0 g_c14dad25b418 g_dba157c43664 g_8a6731e08c13 g_199f11a29c76 g_d5e67a7d5157 g_d50551e660c9 g_2aa313c0b281 g_fce818975dda g_e74ee941d3fd g_4f905a235c04 g_acb27de8207c g_e862932aec2d g_37f955e29627 g_c976d1aef8c6 g_bda6653de3f8 g_36bea42c9e33 g_f52beabe75e9 g_b9d4c1433954 g_eeac1871fded g_d3929af6bb55 g_4e093d64cdb0 g_9e4dcbe2ed07 g_fcc22b630798 g_2fc06887012f g_c7ab1279da7c g_de554e44d62f g_6cf0094ac74a g_e0ccdfbf9f00 g_bb430c52d431 g_4318e3f69720 g_5a62a4d9e8ac g_09bed28452fd g_74d453c9a3a7 g_3e0ada624ec1 g_b12e42b8cff6 g_e5200cb50906 g_aa54f58e96ac g_e6ed51489cef g_0808f459cec0 g_5aa874fa38a6 g_517fc156e469 g_31b1fbb078bf g_b453598aa677 g_ea2eb3c043ba g_69e4c78d493f g_61b2398d515d g_75b446a0112e g_573cf52ce2b2 g_1a40ebcb441c g_d098c0c73946 g_efdc64125061 g_0e6eb886a136 g_4e2d730cf5e4 g_3ac546908be7 g_ae1499661420 g_8eba772fe35c g_41ab0116bf71 g_c1e8162e3878 g_6c43f4574331 g_82b941c5f3e6 g_d9fafc45f03b g_70529e2d5954 g_8af7e2c47267 g_f9800f979cd5 g_ee2e34a4305b g_da61f5e555c7 g_25f027ae1b57 g_027adec2ca24 g_a8c88c5b2eb5 g_b1c9f787926c g_40742c58b1d2
q_5d01d8b53aa8,g_e5200cb50906 g_1d2b7cf58ad5 g_8a220359326a g_9dd316566cf0 g_6ec8858d4a9f g_75e232a570e9 g_e5ed37578f5e g_5b7b3b2f82ba g_673cead63302 g_c14dad25b418 g_932da5bced66 g_4f905a235c04 g_bda6653de3f8 g_f172ad939439 g_55dc4d2bd0d7 g_96aac4bf0d59 g_de554e44d62f g_4ba39e73c5c0 g_5c2076734da4 g_d5e67a7d5157 g_d50551e660c9 g_8f2f7885bf92 g_eeac1871fded g_e5f8cdece4a6 g_e74ee941d3fd g_699eb9607c4e g_0a556e953785 g_53a52906d129 g_3bba88a233d2 g_14172b566e3e g_b9d4c1433954 g_c976d1aef8c6 g_199f11a29c76 g_e08691de98f8 g_fcc22b630798 g_ebf5af716393 g_2ceec8bd9741 g_5c9286487ea8 g_acb27de8207c g_dba157c43664 g_b12e42b8cff6 g_09bed28452fd g_b641e40b4002 g_d85262e03c42 g_dd27adb09b30 g_5a62a4d9e8ac g_4318e3f69720 g_36bea42c9e33 g_e862932aec2d g_2aa313c0b281 g_d3929af6bb55 g_05849d74cfab g_5aa874fa38a6 g_f52beabe75e9 g_37f955e29627 g_517fc156e469 g_c7ab1279da7c g_4e093d64cdb0 g_0808f459cec0 g_6cf0094ac74a g_3e0ada624ec1 g_2fc06887012f g_e0ccdfbf9f00 g_8a6731e08c13 g_efdc64125061 g_3ac546908be7 g_1a40ebcb441c g_bb430c52d431 g_9e4dcbe2ed07 g_ea2eb3c043ba g_31b1fbb078bf g_74d453c9a3a7 g_fce818975dda g_e6ed51489cef g_75b446a0112e g_b453598aa677 g_6c43f4574331 g_8eba772fe35c g_573cf52ce2b2 g_d098c0c73946 g_61b2398d515d g_69e4c78d493f g_ae1499661420 g_c1e8162e3878 g_41ab0116bf71 g_70529e2d5954 g_aa54f58e96ac g_f9800f979cd5 g_d9fafc45f03b g_4e2d730cf5e4 g_8af7e2c47267 g_0e6eb886a136 g_82b941c5f3e6 g_ee2e34a4305b g_da61f5e555c7 g_25f027ae1b57 g_b1c9f787926c g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_01abb3f1d471,g_4ba39e73c5c0 g_1d2b7cf58ad5 g_c976d1aef8c6 g_8a220359326a g_dba157c43664 g_5b7b3b2f82ba g_8f2f7885bf92 g_0a556e953785 g_e74ee941d3fd g_673cead63302 g_2ceec8bd9741 g_c14dad25b418 g_14172b566e3e g_d5e67a7d5157 g_75e232a570e9 g_ebf5af716393 g_dd27adb09b30 g_5c2076734da4 g_e5ed37578f5e g_d85262e03c42 g_9dd316566cf0 g_6ec8858d4a9f g_e5f8cdece4a6 g_4f905a235c04 g_acb27de8207c g_3bba88a233d2 g_09bed28452fd g_05849d74cfab g_c7ab1279da7c g_b641e40b4002 g_699eb9607c4e g_d50551e660c9 g_53a52906d129 g_932da5bced66 g_55dc4d2bd0d7 g_96aac4bf0d59 g_199f11a29c76 g_eeac1871fded g_b12e42b8cff6 g_f172ad939439 g_517fc156e469 g_5c9286487ea8 g_6cf0094ac74a g_b453598aa677 g_8a6731e08c13 g_2fc06887012f g_fcc22b630798 g_1a40ebcb441c g_573cf52ce2b2 g_e08691de98f8 g_de554e44d62f g_4e093d64cdb0 g_bda6653de3f8 g_fce818975dda g_2aa313c0b281 g_b9d4c1433954 g_6c43f4574331 g_4318e3f69720 g_f52beabe75e9 g_3ac546908be7 g_0808f459cec0 g_36bea42c9e33 g_3e0ada624ec1 g_d3929af6bb55 g_bb430c52d431 g_61b2398d515d g_5a62a4d9e8ac g_8eba772fe35c g_c1e8162e3878 g_e862932aec2d g_ea2eb3c043ba g_5aa874fa38a6 g_9e4dcbe2ed07 g_31b1fbb078bf g_37f955e29627 g_efdc64125061 g_e0ccdfbf9f00 g_70529e2d5954 g_74d453c9a3a7 g_f9800f979cd5 g_e5200cb50906 g_69e4c78d493f g_e6ed51489cef g_aa54f58e96ac g_d098c0c73946 g_ee2e34a4305b g_41ab0116bf71 g_ae1499661420 g_0e6eb886a136 g_75b446a0112e g_4e2d730cf5e4 g_82b941c5f3e6 g_d9fafc45f03b g_8af7e2c47267 g_da61f5e555c7 g_25f027ae1b57 g_027adec2ca24 g_b1c9f787926c g_a8c88c5b2eb5 g_40742c58b1d2
q_5a4fea838927,g_c976d1aef8c6 g_4ba39e73c5c0 g_c14dad25b418 g_8a220359326a g_673cead63302 g_1d2b7cf58ad5 g_dba157c43664 g_75e232a570e9 g_d5e67a7d5157 g_1a40ebcb441c g_8f2f7885bf92 g_6ec8858d4a9f g_5b7b3b2f82ba g_5c2076734da4 g_b12e42b8cff6 g_5c9286487ea8 g_e5ed37578f5e g_2ceec8bd9741 g_e74ee941d3fd g_0a556e953785 g_9dd316566cf0 g_dd27adb09b30 g_4f905a235c04 g_199f11a29c76 g_eeac1871fded g_09bed28452fd g_2fc06887012f g_c7ab1279da7c g_b9d4c1433954 g_699eb9607c4e g_ebf5af716393 g_f172ad939439 g_acb27de8207c g_b453598aa677 g_8a6731e08c13 g_55dc4d2bd0d7 g_d85262e03c42 g_3ac546908be7 g_de554e44d62f g_e08691de98f8 g_53a52906d129 g_573cf52ce2b2 g_ea2eb3c043ba g_d50551e660c9 g_6cf0094ac74a g_932da5bced66 g_3bba88a233d2 g_bda6653de3f8 g_8eba772fe35c g_5a62a4d9e8ac g_31b1fbb078bf g_fcc22b630798 g_5aa874fa38a6 g_05849d74cfab g_0808f459cec0 g_2aa313c0b281 g_4e093d64cdb0 g_96aac4bf0d59 g_14172b566e3e g_b641e40b4002 g_6c43f4574331 g_3e0ada624ec1 g_fce818975dda g_517fc156e469 g_4318e3f69720 g_d098c0c73946 g_efdc64125061 g_e5f8cdece4a6 g_f52beabe75e9 g_e862932aec2d g_36bea42c9e33 g_e6ed51489cef g_9e4dcbe2ed07 g_f9800f979cd5 g_e0ccdfbf9f00 g_bb430c52d431 g_37f955e29627 g_d3929af6bb55 g_69e4c78d493f g_e5200cb50906 g_aa54f58e96ac g_70529e2d5954 g_ee2e34a4305b g_c1e8162e3878 g_75b446a0112e g_61b2398d515d g_0e6eb886a136 g_4e2d730cf5e4 g_41ab0116bf71 g_ae1499661420 g_82b941c5f3e6 g_74d453c9a3a7 g_25f027ae1b57 g_8af7e2c47267 g_d9fafc45f03b g_da61f5e555c7 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_6db04ec64031,g_75e232a570e9 g_199f11a29c76 g_6ec8858d4a9f g_673cead63302 g_8a220359326a g_c14dad25b418 g_e5ed37578f5e g_1d2b7cf58ad5 g_5c2076734da4 g_5b7b3b2f82ba g_0a556e953785 g_5a62a4d9e8ac g_c976d1aef8c6 g_f172ad939439 g_4ba39e73c5c0 g_b9d4c1433954 g_dd27adb09b30 g_932da5bced66 g_ebf5af716393 g_2ceec8bd9741 g_d5e67a7d5157 g_2fc06887012f g_8f2f7885bf92 g_e08691de98f8 g_5c9286487ea8 g_4f905a235c04 g_e74ee941d3fd g_3e0ada624ec1 g_05849d74cfab g_dba157c43664 g_4318e3f69720 g_eeac1871fded g_5aa874fa38a6 g_1a40ebcb441c g_d50551e660c9 g_699eb9607c4e g_ea2eb3c043ba g_09bed28452fd g_53a52906d129 g_14172b566e3e g_fcc22b630798 g_bda6653de3f8 g_f52beabe75e9 g_e0ccdfbf9f00 g_b12e42b8cff6 g_3bba88a233d2 g_9dd316566cf0 g_b641e40b4002 g_2aa313c0b281 g_8a6731e08c13 g_96aac4bf0d59 g_e862932aec2d g_55dc4d2bd0d7 g_de554e44d62f g_c7ab1279da7c g_3ac546908be7 g_31b1fbb078bf g_e6ed51489cef g_36bea42c9e33 g_517fc156e469 g_75b446a0112e g_e5f8cdece4a6 g_d85262e03c42 g_37f955e29627 g_fce818975dda g_9e4dcbe2ed07 g_acb27de8207c g_d098c0c73946 g_6cf0094ac74a g_573cf52ce2b2 g_b453598aa677 g_82b941c5f3e6 g_e5200cb50906 g_0808f459cec0 g_69e4c78d493f g_8eba772fe35c g_efdc64125061 g_ae1499661420 g_d3929af6bb55 g_74d453c9a3a7 g_aa54f58e96ac g_4e093d64cdb0 g_41ab0116bf71 g_4e2d730cf5e4 g_0e6eb886a136 g_6c43f4574331 g_ee2e34a4305b g_25f027ae1b57 g_bb430c52d431 g_c1e8162e3878 g_70529e2d5954 g_f9800f979cd5 g_d9fafc45f03b g_61b2398d515d g_8af7e2c47267 g_da61f5e555c7 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_fd65ee1f9929,g_96aac4bf0d59 g_1d2b7cf58ad5 g_d50551e660c9 g_acb27de8207c g_9dd316566cf0 g_3bba88a233d2 g_e5f8cdece4a6 g_5b7b3b2f82ba g_53a52906d129 g_14172b566e3e g_55dc4d2bd0d7 g_8f2f7885bf92 g_e5ed37578f5e g_ebf5af716393 g_dd27adb09b30 g_d85262e03c42 g_8a220359326a g_699eb9607c4e g_e74ee941d3fd g_5c2076734da4 g_6ec8858d4a9f g_673cead63302 g_d5e67a7d5157 g_4ba39e73c5c0 g_eeac1871fded g_bda6653de3f8 g_4e093d64cdb0 g_c976d1aef8c6 g_5c9286487ea8 g_0a556e953785 g_de554e44d62f g_2ceec8bd9741 g_f172ad939439 g_e08691de98f8 g_c14dad25b418 g_8a6731e08c13 g_37f955e29627 g_517fc156e469 g_dba157c43664 g_bb430c52d431 g_2aa313c0b281 g_b641e40b4002 g_6cf0094ac74a g_932da5bced66 g_09bed28452fd g_36bea42c9e33 g_05849d74cfab g_e862932aec2d g_0808f459cec0 g_75e232a570e9 g_d3929af6bb55 g_4f905a235c04 g_4318e3f69720 g_c7ab1279da7c g_199f11a29c76 g_61b2398d515d g_b12e42b8cff6 g_f52beabe75e9 g_74d453c9a3a7 g_b453598aa677 g_efdc64125061 g_e0ccdfbf9f00 g_2fc06887012f g_6c43f4574331 g_8eba772fe35c g_3ac546908be7 g_fcc22b630798 g_b9d4c1433954 g_573cf52ce2b2 g_70529e2d5954 g_e5200cb50906 g_fce818975dda g_3e0ada624ec1 g_5a62a4d9e8ac g_f9800f979cd5 g_9e4dcbe2ed07 g_5aa874fa38a6 g_c1e8162e3878 g_e6ed51489cef g_31b1fbb078bf g_1a40ebcb441c g_d9fafc45f03b g_69e4c78d493f g_aa54f58e96ac g_d098c0c73946 g_ea2eb3c043ba g_4e2d730cf5e4 g_41ab0116bf71 g_0e6eb886a136 g_ae1499661420 g_8af7e2c47267 g_da61f5e555c7 g_82b941c5f3e6 g_75b446a0112e g_ee2e34a4305b g_25f027ae1b57 g_027adec2ca24 g_b1c9f787926c g_a8c88c5b2eb5 g_40742c58b1d2
q_6a4281956229,g_ebf5af716393 g_6ec8858d4a9f g_8a220359326a g_673cead63302 g_5b7b3b2f82ba g_96aac4bf0d59 g_5c2076734da4 g_1d2b7cf58ad5 g_e5ed37578f5e g_c14dad25b418 g_4ba39e73c5c0 g_e08691de98f8 g_75e232a570e9 g_932da5bced66 g_0a556e953785 g_dba157c43664 g_8f2f7885bf92 g_699eb9607c4e g_4f905a235c04 g_5c9286487ea8 g_c7ab1279da7c g_c976d1aef8c6 g_55dc4d2bd0d7 g_14172b566e3e g_d85262e03c42 g_53a52906d129 g_2ceec8bd9741 g_dd27adb09b30 g_d5e67a7d5157 g_3bba88a233d2 g_199f11a29c76 g_bda6653de3f8 g_9dd316566cf0 g_e74ee941d3fd g_acb27de8207c g_e862932aec2d g_b641e40b4002 g_f172ad939439 g_e5f8cdece4a6 g_2aa313c0b281 g_b453598aa677 g_d50551e660c9 g_eeac1871fded g_8eba772fe35c g_de554e44d62f g_6cf0094ac74a g_efdc64125061 g_31b1fbb078bf g_2fc06887012f g_b12e42b8cff6 g_d3929af6bb55 g_05849d74cfab g_517fc156e469 g_8a6731e08c13 g_09bed28452fd g_f52beabe75e9 g_1a40ebcb441c g_3e0ada624ec1 g_b9d4c1433954 g_36bea42c9e33 g_3ac546908be7 g_5a62a4d9e8ac g_0808f459cec0 g_4e093d64cdb0 g_4318e3f69720 g_37f955e29627 g_e5200cb50906 g_fcc22b630798 g_fce818975dda g_e6ed51489cef g_82b941c5f3e6 g_6c43f4574331 g_ea2eb3c043ba g_bb430c52d431 g_5aa874fa38a6 g_9e4dcbe2ed07 g_e0ccdfbf9f00 g_573cf52ce2b2 g_c1e8162e3878 g_74d453c9a3a7 g_75b446a0112e g_70529e2d5954 g_d098c0c73946 g_61b2398d515d g_f9800f979cd5 g_ae1499661420 g_69e4c78d493f g_4e2d730cf5e4 g_8af7e2c47267 g_aa54f58e96ac g_0e6eb886a136 g_41ab0116bf71 g_ee2e34a4305b g_da61f5e555c7 g_d9fafc45f03b g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_4cf45d167b5e,g_b453598aa677 g_8a220359326a g_b12e42b8cff6 g_dba157c43664 g_c976d1aef8c6 g_c7ab1279da7c g_09bed28452fd g_4ba39e73c5c0 g_1a40ebcb441c g_8f2f7885bf92 g_9dd316566cf0 g_2ceec8bd9741 g_5c9286487ea8 g_e5ed37578f5e g_3ac546908be7 g_673cead63302 g_1d2b7cf58ad5 g_699eb9607c4e g_4f905a235c04 g_c14dad25b418 g_573cf52ce2b2 g_6cf0094ac74a g_eeac1871fded g_75e232a570e9 g_8eba772fe35c g_e74ee941d3fd g_d5e67a7d5157 g_acb27de8207c g_ebf5af716393 g_55dc4d2bd0d7 g_5b7b3b2f82ba g_0a556e953785 g_5c2076734da4 g_d50551e660c9 g_2fc06887012f g_0808f459cec0 g_4e093d64cdb0 g_96aac4bf0d59 g_6ec8858d4a9f g_de554e44d62f g_f172ad939439 g_199f11a29c76 g_f9800f979cd5 g_9e4dcbe2ed07 g_e08691de98f8 g_6c43f4574331 g_53a52906d129 g_bda6653de3f8 g_efdc64125061 g_31b1fbb078bf g_8a6731e08c13 g_d85262e03c42 g_e5f8cdece4a6 g_dd27adb09b30 g_37f955e29627 g_e862932aec2d g_932da5bced66 g_b9d4c1433954 g_3bba88a233d2 g_14172b566e3e g_517fc156e469 g_bb430c52d431 g_5a62a4d9e8ac g_2aa313c0b281 g_ea2eb3c043ba g_e6ed51489cef g_b641e40b4002 g_fce818975dda g_05849d74cfab g_fcc22b630798 g_36bea42c9e33 g_3e0ada624ec1 g_d3929af6bb55 g_5aa874fa38a6 g_aa54f58e96ac g_c1e8162e3878 g_e0ccdfbf9f00 g_d098c0c73946 g_e5200cb50906 g_61b2398d515d g_4318e3f69720 g_75b446a0112e g_f52beabe75e9 g_70529e2d5954 g_69e4c78d493f g_ae1499661420 g_8af7e2c47267 g_82b941c5f3e6 g_4e2d730cf5e4 g_0e6eb886a136 g_74d453c9a3a7 g_da61f5e555c7 g_41ab0116bf71 g_25f027ae1b57 g_ee2e34a4305b g_b1c9f787926c g_d9fafc45f03b g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_46c21278a236,g_4e093d64cdb0 g_9dd316566cf0 g_1d2b7cf58ad5 g_acb27de8207c g_8f2f7885bf92 g_53a52906d129 g_de554e44d62f g_5b7b3b2f82ba g_d50551e660c9 g_c7ab1279da7c g_e5ed37578f5e g_96aac4bf0d59 g_09bed28452fd g_8a220359326a g_55dc4d2bd0d7 g_4ba39e73c5c0 g_dba157c43664 g_e74ee941d3fd g_0808f459cec0 g_6cf0094ac74a g_2ceec8bd9741 g_e5f8cdece4a6 g_699eb9607c4e g_c976d1aef8c6 g_eeac1871fded g_3ac546908be7 g_3bba88a233d2 g_d85262e03c42 g_bb430c52d431 g_4f905a235c04 g_e862932aec2d g_5c2076734da4 g_6ec8858d4a9f g_efdc64125061 g_ebf5af716393 g_d5e67a7d5157 g_673cead63302 g_bda6653de3f8 g_1a40ebcb441c g_0a556e953785 g_b12e42b8cff6 g_c14dad25b418 g_14172b566e3e g_70529e2d5954 g_932da5bced66 g_5c9286487ea8 g_517fc156e469 g_75e232a570e9 g_6c43f4574331 g_dd27adb09b30 g_8eba772fe35c g_b641e40b4002 g_2aa313c0b281 g_b453598aa677 g_e08691de98f8 g_f9800f979cd5 g_573cf52ce2b2 g_61b2398d515d g_f172ad939439 g_fcc22b630798 g_fce818975dda g_c1e8162e3878 g_d3929af6bb55 g_199f11a29c76 g_36bea42c9e33 g_e5200cb50906 g_37f955e29627 g_31b1fbb078bf g_8a6731e08c13 g_05849d74cfab g_9e4dcbe2ed07 g_2fc06887012f g_8af7e2c47267 g_b9d4c1433954 g_3e0ada624ec1 g_5a62a4d9e8ac g_e0ccdfbf9f00 g_4318e3f69720 g_da61f5e555c7 g_74d453c9a3a7 g_f52beabe75e9 g_ea2eb3c043ba g_e6ed51489cef g_5aa874fa38a6 g_d098c0c73946 g_d9fafc45f03b g_ae1499661420 g_41ab0116bf71 g_69e4c78d493f g_aa54f58e96ac g_75b446a0112e g_4e2d730cf5e4 g_0e6eb886a136 g_ee2e34a4305b g_82b941c5f3e6 g_25f027ae1b57 g_b1c9f787926c g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_5a56f067fe70,g_ea2eb3c043ba g_d098c0c73946 g_673cead63302 g_b9d4c1433954 g_5aa874fa38a6 g_c14dad25b418 g_05849d74cfab g_69e4c78d493f g_5c9286487ea8 g_ee2e34a4305b g_e0ccdfbf9f00 g_75b446a0112e g_f172ad939439 g_6ec8858d4a9f g_82b941c5f3e6 g_4e2d730cf5e4 g_199f11a29c76 g_25f027ae1b57 g_dd27adb09b30 g_8a6731e08c13 g_0a556e953785 g_fce818975dda g_75e232a570e9 g_932da5bced66 g_c976d1aef8c6 g_9e4dcbe2ed07 g_8a220359326a g_d5e67a7d5157 g_1d2b7cf58ad5 g_e5ed37578f5e g_2fc06887012f g_f52beabe75e9 g_4ba39e73c5c0 g_aa54f58e96ac g_0e6eb886a136 g_8f2f7885bf92 g_e08691de98f8 g_3e0ada624ec1 g_5b7b3b2f82ba g_4f905a235c04 g_5c2076734da4 g_b12e42b8cff6 g_53a52906d129 g_41ab0116bf71 g_e74ee941d3fd g_eeac1871fded g_b641e40b4002 g_5a62a4d9e8ac g_dba157c43664 g_ae1499661420 g_d85262e03c42 g_14172b566e3e g_ebf5af716393 g_d50551e660c9 g_fcc22b630798 g_9dd316566cf0 g_09bed28452fd g_517fc156e469 g_3bba88a233d2 g_1a40ebcb441c g_31b1fbb078bf g_2ceec8bd9741 g_2aa313c0b281 g_96aac4bf0d59 g_4318e3f69720 g_e5f8cdece4a6 g_de554e44d62f g_acb27de8207c g_74d453c9a3a7 g_55dc4d2bd0d7 g_e6ed51489cef g_bda6653de3f8 g_36bea42c9e33 g_699eb9607c4e g_37f955e29627 g_d3929af6bb55 g_b453598aa677 g_c7ab1279da7c g_8eba772fe35c g_6cf0094ac74a g_a8c88c5b2eb5 g_573cf52ce2b2 g_3ac546908be7 g_4e093d64cdb0 g_efdc64125061 g_e5200cb50906 g_0808f459cec0 g_f9800f979cd5 g_bb430c52d431 g_e862932aec2d g_6c43f4574331 g_c1e8162e3878 g_61b2398d515d g_70529e2d5954 g_8af7e2c47267 g_d9fafc45f03b g_da61f5e555c7 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
